time,tls,phase,qi,qj,ai
241,B1,2,30,27,26
241,B1,3,0,0,0
243,C1,0,25,7,18
243,C1,1,0,1,2
243,C1,2,3,7,12
243,C1,3,0,1,2
245,A1,0,18,9,18
245,A1,1,0,1,2
245,A1,2,26,9,12
245,A1,3,0,1,2
246,B0,0,15,6,18
246,B0,1,0,0,2
246,B0,2,23,6,12
246,B0,3,0,0,2
250,B2,0,42,10,18
250,B2,1,7,5,2
250,B2,2,7,10,12
250,B2,3,7,5,2
256,B1,0,26,24,26
256,B1,1,0,0,0
256,B1,2,89,24,26
256,B1,3,0,0,0
258,C1,0,21,17,18
258,C1,1,0,8,2
258,C1,2,24,17,12
258,C1,3,0,8,2
260,A1,0,33,12,18
260,A1,1,0,7,2
260,A1,2,1,12,12
260,A1,3,0,7,2
261,B0,0,21,3,18
261,B0,1,0,1,2
261,B0,2,9,3,12
261,B0,3,0,1,2
265,B2,0,19,7,18
265,B2,1,0,5,2
265,B2,2,24,7,12
265,B2,3,0,5,2
271,B1,0,62,30,26
271,B1,1,0,0,0
271,B1,2,41,26,26
271,B1,3,0,0,0
273,C1,0,40,9,18
273,C1,1,1,3,2
273,C1,2,4,9,12
273,C1,3,1,3,2
275,A1,0,17,3,18
275,A1,1,0,1,2
275,A1,2,29,2,12
275,A1,3,0,1,2
276,B0,0,32,8,18
276,B0,1,1,3,2
276,B0,2,25,8,12
276,B0,3,1,3,2
277,B0,0,24,10,36
277,B0,1,0,2,4
277,B0,2,24,9,24
277,B0,3,0,2,4
278,B0,0,24,11,54
278,B0,1,0,3,6
278,B0,2,28,10,36
278,B0,3,0,3,6
279,B0,0,23,10,72
279,B0,1,1,4,8
279,B0,2,32,10,48
279,B0,3,1,4,8
280,B2,0,34,11,18
280,B2,1,0,5,2
280,B2,2,0,11,12
280,B2,3,0,5,2
286,B1,0,56,35,26
286,B1,1,0,0,0
286,B1,2,83,37,26
286,B1,3,0,0,0
288,C1,0,24,19,18
288,C1,1,0,8,2
288,C1,2,24,19,12
288,C1,3,0,8,2
289,C1,0,27,19,36
289,C1,1,0,7,4
289,C1,2,27,19,24
289,C1,3,0,7,4
290,A1,0,32,13,18
290,A1,1,0,6,2
290,A1,2,10,13,12
290,A1,3,0,6,2
290,C1,0,30,17,54
290,C1,1,0,6,6
290,C1,2,27,17,36
290,C1,3,0,6,6
291,C1,0,34,17,72
291,C1,1,0,6,8
291,C1,2,30,17,48
291,C1,3,0,6,8
292,C1,0,36,15,90
292,C1,1,0,5,10
292,C1,2,30,15,60
292,C1,3,0,5,10
293,C1,0,38,16,108
293,C1,1,1,4,12
293,C1,2,37,15,72
293,C1,3,1,4,12
294,B0,0,40,17,18
294,B0,1,2,10,2
294,B0,2,11,17,12
294,B0,3,2,10,2
294,C1,0,36,15,126
294,C1,1,0,4,14
294,C1,2,34,15,84
294,C1,3,0,4,14
295,B2,0,18,8,18
295,B2,1,0,3,2
295,B2,2,21,8,12
295,B2,3,0,3,2
295,C1,0,39,16,144
295,C1,1,0,4,16
295,C1,2,37,16,96
295,C1,3,0,4,16
296,C1,0,35,19,162
296,C1,1,1,3,18
296,C1,2,41,17,108
296,C1,3,1,3,18
297,C1,0,33,14,180
297,C1,1,0,3,20
297,C1,2,43,14,120
297,C1,3,0,3,20
298,C1,0,33,13,198
298,C1,1,0,2,22
298,C1,2,46,13,132
298,C1,3,0,2,22
299,C1,0,30,14,216
299,C1,1,0,2,24
299,C1,2,47,13,144
299,C1,3,0,2,24
300,C1,0,29,12,234
300,C1,1,1,2,26
300,C1,2,51,12,156
300,C1,3,1,2,26
301,B1,0,101,41,26
301,B1,1,0,0,0
301,B1,2,56,54,26
301,B1,3,0,0,0
301,C1,0,27,9,252
301,C1,1,0,0,28
301,C1,2,53,9,168
301,C1,3,0,0,28
305,A1,0,9,12,18
305,A1,1,0,6,2
305,A1,2,22,12,12
305,A1,3,0,6,2
309,B0,0,12,14,18
309,B0,1,0,6,2
309,B0,2,29,14,12
309,B0,3,0,6,2
310,B2,0,39,12,18
310,B2,1,0,7,2
310,B2,2,0,12,12
310,B2,3,0,7,2
316,B1,0,57,26,26
316,B1,1,0,0,0
316,B1,2,106,21,26
316,B1,3,0,0,0
316,C1,0,48,23,18
316,C1,1,1,8,2
316,C1,2,7,23,12
316,C1,3,1,8,2
320,A1,0,43,15,18
320,A1,1,5,7,2
320,A1,2,11,15,12
320,A1,3,5,7,2
324,B0,0,39,14,18
324,B0,1,5,2,2
324,B0,2,9,14,12
324,B0,3,5,2,2
325,B2,0,18,7,18
325,B2,1,2,3,2
325,B2,2,14,7,12
325,B2,3,2,3,2
326,B2,0,9,9,36
326,B2,1,0,4,4
326,B2,2,12,9,24
326,B2,3,0,4,4
327,B2,0,9,10,54
327,B2,1,0,4,6
327,B2,2,16,10,36
327,B2,3,0,4,6
331,B1,0,97,31,26
331,B1,1,0,0,0
331,B1,2,58,37,26
331,B1,3,0,0,0
331,C1,0,47,15,18
331,C1,1,1,3,2
331,C1,2,22,15,12
331,C1,3,1,3,2
332,C1,0,45,15,36
332,C1,1,0,2,4
332,C1,2,21,15,24
332,C1,3,0,2,4
333,C1,0,48,16,54
333,C1,1,0,2,6
333,C1,2,24,16,36
333,C1,3,0,2,6
334,C1,0,50,18,72
334,C1,1,1,3,8
334,C1,2,28,18,48
334,C1,3,1,3,8
335,A1,0,50,6,18
335,A1,1,0,2,2
335,A1,2,26,6,12
335,A1,3,0,2,2
335,C1,0,45,19,90
335,C1,1,0,5,10
335,C1,2,31,19,60
335,C1,3,0,5,10
336,A1,0,42,11,36
336,A1,1,0,1,4
336,A1,2,32,9,24
336,A1,3,0,1,4
336,C1,0,48,19,108
336,C1,1,0,6,12
336,C1,2,33,19,72
336,C1,3,0,6,12
337,A1,0,40,9,54
337,A1,1,0,2,6
337,A1,2,36,9,36
337,A1,3,0,2,6
337,C1,0,46,19,126
337,C1,1,0,6,14
337,C1,2,33,19,84
337,C1,3,0,6,14
338,A1,0,41,11,72
338,A1,1,0,3,8
338,A1,2,37,10,48
338,A1,3,0,3,8
338,C1,0,42,22,144
338,C1,1,0,7,16
338,C1,2,37,22,96
338,C1,3,0,7,16
339,A1,0,44,11,90
339,A1,1,0,3,10
339,A1,2,38,11,60
339,A1,3,0,3,10
339,B0,0,27,21,18
339,B0,1,1,5,2
339,B0,2,31,20,12
339,B0,3,1,5,2
339,C1,0,42,21,162
339,C1,1,0,8,18
339,C1,2,39,21,108
339,C1,3,0,8,18
340,A1,0,36,11,108
340,A1,1,0,3,12
340,A1,2,41,11,72
340,A1,3,0,3,12
340,C1,0,45,23,180
340,C1,1,0,9,20
340,C1,2,39,23,120
340,C1,3,0,9,20
341,A1,0,42,16,126
341,A1,1,0,5,14
341,A1,2,45,16,84
341,A1,3,0,5,14
341,C1,0,48,22,198
341,C1,1,0,8,22
341,C1,2,43,22,132
341,C1,3,0,8,22
342,A1,0,45,16,144
342,A1,1,0,6,16
342,A1,2,49,16,96
342,A1,3,0,6,16
342,B2,0,55,7,18
342,B2,1,7,1,2
342,B2,2,7,7,12
342,B2,3,7,1,2
342,C1,0,52,22,216
342,C1,1,0,8,24
342,C1,2,42,22,144
342,C1,3,0,8,24
343,A1,0,39,17,162
343,A1,1,0,5,18
343,A1,2,49,17,108
343,A1,3,0,5,18
343,C1,0,54,24,234
343,C1,1,0,9,26
343,C1,2,42,24,156
343,C1,3,0,9,26
344,A1,0,42,19,180
344,A1,1,0,7,20
344,A1,2,50,19,120
344,A1,3,0,7,20
344,C1,0,54,28,252
344,C1,1,0,10,28
344,C1,2,45,28,168
344,C1,3,0,10,28
345,A1,0,48,20,198
345,A1,1,0,7,22
345,A1,2,50,20,132
345,A1,3,0,7,22
345,C1,0,55,27,270
345,C1,1,0,10,30
345,C1,2,48,27,180
345,C1,3,0,10,30
346,A1,0,42,19,216
346,A1,1,0,8,24
346,A1,2,53,19,144
346,A1,3,0,8,24
346,B1,0,60,64,26
346,B1,1,0,0,0
346,B1,2,116,87,26
346,B1,3,0,0,0
346,C1,0,54,26,288
346,C1,1,0,11,32
346,C1,2,52,26,192
346,C1,3,0,11,32
347,A1,0,48,20,234
347,A1,1,0,8,26
347,A1,2,54,20,156
347,A1,3,0,8,26
347,C1,0,57,27,306
347,C1,1,0,11,34
347,C1,2,52,27,204
347,C1,3,0,11,34
348,A1,0,53,16,252
348,A1,1,0,8,28
348,A1,2,56,16,168
348,A1,3,0,8,28
348,C1,0,60,25,324
348,C1,1,0,10,36
348,C1,2,52,25,216
348,C1,3,0,10,36
349,A1,0,52,19,270
349,A1,1,0,8,30
349,A1,2,56,19,180
349,A1,3,0,8,30
349,C1,0,60,24,342
349,C1,1,0,10,38
349,C1,2,53,24,228
349,C1,3,0,10,38
350,A1,0,54,20,288
350,A1,1,0,8,32
350,A1,2,58,20,192
350,A1,3,0,8,32
350,C1,0,57,24,360
350,C1,1,0,9,40
350,C1,2,53,24,240
350,C1,3,0,9,40
351,A1,0,57,21,306
351,A1,1,1,8,34
351,A1,2,58,21,204
351,A1,3,1,8,34
351,C1,0,55,23,378
351,C1,1,0,8,42
351,C1,2,53,23,252
351,C1,3,0,8,42
352,A1,0,55,18,324
352,A1,1,0,8,36
352,A1,2,57,18,216
352,A1,3,0,8,36
352,C1,0,56,21,396
352,C1,1,1,7,44
352,C1,2,55,21,264
352,C1,3,1,7,44
353,A1,0,60,20,342
353,A1,1,0,8,38
353,A1,2,59,20,228
353,A1,3,0,8,38
353,C1,0,54,22,414
353,C1,1,0,6,46
353,C1,2,54,22,276
353,C1,3,0,6,46
354,A1,0,60,17,360
354,A1,1,1,7,40
354,A1,2,59,17,240
354,A1,3,1,7,40
354,B0,0,57,18,18
354,B0,1,5,2,2
354,B0,2,14,18,12
354,B0,3,5,2,2
354,C1,0,65,19,432
354,C1,1,1,5,48
354,C1,2,56,19,288
354,C1,3,1,5,48
355,A1,0,57,19,378
355,A1,1,0,10,42
355,A1,2,62,19,252
355,A1,3,0,10,42
355,C1,0,54,22,450
355,C1,1,0,6,50
355,C1,2,55,22,300
355,C1,3,0,6,50
356,A1,0,57,18,396
356,A1,1,0,8,44
356,A1,2,62,18,264
356,A1,3,0,8,44
356,C1,0,51,19,468
356,C1,1,0,5,52
356,C1,2,59,19,312
356,C1,3,0,5,52
357,A1,0,59,16,414
357,A1,1,1,8,46
357,A1,2,65,16,276
357,A1,3,1,8,46
357,B2,0,31,11,18
357,B2,1,0,7,2
357,B2,2,23,11,12
357,B2,3,0,7,2
358,A1,0,60,18,432
358,A1,1,0,10,48
358,A1,2,67,18,288
358,A1,3,0,10,48
358,B2,0,35,11,36
358,B2,1,0,7,4
358,B2,2,26,11,24
358,B2,3,0,7,4
359,A1,0,63,16,450
359,A1,1,0,8,50
359,A1,2,65,16,300
359,A1,3,0,8,50
359,B2,0,36,12,54
359,B2,1,0,7,6
359,B2,2,27,12,36
359,B2,3,0,7,6
360,A1,0,59,16,468
360,A1,1,1,8,52
360,A1,2,66,16,312
360,A1,3,1,8,52
360,B2,0,39,14,72
360,B2,1,0,8,8
360,B2,2,29,14,48
360,B2,3,0,8,8
361,B1,0,90,88,26
361,B1,1,0,0,0
361,B1,2,106,109,26
361,B1,3,0,0,0
361,B2,0,44,14,90
361,B2,1,0,7,10
361,B2,2,24,14,60
361,B2,3,0,7,10
362,B1,0,89,88,52
362,B1,1,0,0,0
362,B1,2,106,110,52
362,B1,3,0,0,0
362,B2,0,46,13,108
362,B2,1,0,7,12
362,B2,2,25,13,72
362,B2,3,0,7,12
363,B1,0,92,91,78
363,B1,1,0,0,0
363,B1,2,103,112,78
363,B1,3,0,0,0
363,B2,0,47,14,126
363,B2,1,0,7,14
363,B2,2,25,14,84
363,B2,3,0,7,14
364,B2,0,50,13,144
364,B2,1,0,6,16
364,B2,2,25,13,96
364,B2,3,0,6,16
365,B2,0,49,11,162
365,B2,1,0,5,18
365,B2,2,28,11,108
365,B2,3,0,5,18
366,B2,0,51,11,180
366,B2,1,1,5,20
366,B2,2,32,11,120
366,B2,3,1,5,20
367,B2,0,46,12,198
367,B2,1,1,5,22
367,B2,2,35,12,132
367,B2,3,1,5,22
368,B2,0,43,9,216
368,B2,1,0,4,24
368,B2,2,35,9,144
368,B2,3,0,4,24
369,B0,0,45,17,18
369,B0,1,0,4,2
369,B0,2,37,17,12
369,B0,3,0,4,2
369,B2,0,42,8,234
369,B2,1,0,3,26
369,B2,2,36,8,156
369,B2,3,0,3,26
370,B0,0,43,17,36
370,B0,1,0,4,4
370,B0,2,35,17,24
370,B0,3,0,4,4
370,B2,0,39,9,252
370,B2,1,0,3,28
370,B2,2,37,8,168
370,B2,3,0,3,28
371,B0,0,48,15,54
371,B0,1,0,2,6
371,B0,2,31,15,36
371,B0,3,0,2,6
371,B2,0,39,8,270
371,B2,1,0,3,30
371,B2,2,40,8,180
371,B2,3,0,3,30
371,C1,0,72,30,18
371,C1,1,0,9,2
371,C1,2,68,30,12
371,C1,3,0,9,2
372,B0,0,51,15,72
372,B0,1,0,2,8
372,B0,2,34,15,48
372,B0,3,0,2,8
372,B2,0,42,6,288
372,B2,1,1,2,32
372,B2,2,44,6,192
372,B2,3,1,2,32
372,C1,0,69,30,36
372,C1,1,0,9,4
372,C1,2,68,30,24
372,C1,3,0,9,4
373,B0,0,52,12,90
373,B0,1,0,0,10
373,B0,2,38,12,60
373,B0,3,0,0,10
373,B2,0,41,5,306
373,B2,1,1,1,34
373,B2,2,45,5,204
373,B2,3,1,1,34
373,C1,0,73,32,54
373,C1,1,0,11,6
373,C1,2,71,31,36
373,C1,3,0,11,6
374,B0,0,56,12,108
374,B0,1,0,0,12
374,B0,2,37,12,72
374,B0,3,0,0,12
374,B2,0,39,6,324
374,B2,1,0,0,36
374,B2,2,44,5,216
374,B2,3,0,0,36
374,C1,0,80,32,72
374,C1,1,1,11,8
374,C1,2,72,32,48
374,C1,3,1,11,8
375,A1,0,50,18,18
375,A1,1,1,7,2
375,A1,2,83,18,12
375,A1,3,1,7,2
375,B0,0,56,15,126
375,B0,1,0,1,14
375,B0,2,37,15,84
375,B0,3,0,1,14
375,B2,0,41,5,342
375,B2,1,0,0,38
375,B2,2,45,5,228
375,B2,3,0,0,38
375,C1,0,78,31,90
375,C1,1,0,11,10
375,C1,2,74,31,60
375,C1,3,0,11,10
376,B0,0,62,13,144
376,B0,1,0,0,16
376,B0,2,40,13,96
376,B0,3,0,0,16
376,B2,0,39,4,360
376,B2,1,0,0,40
376,B2,2,45,4,240
376,B2,3,0,0,40
376,C1,0,78,30,108
376,C1,1,0,11,12
376,C1,2,74,30,72
376,C1,3,0,11,12
377,B0,0,58,15,162
377,B0,1,0,0,18
377,B0,2,43,14,108
377,B0,3,0,0,18
377,B2,0,39,3,378
377,B2,1,0,0,42
377,B2,2,49,3,252
377,B2,3,0,0,42
377,C1,0,74,31,126
377,C1,1,1,11,14
377,C1,2,78,31,84
377,C1,3,1,11,14
378,B0,0,54,14,180
378,B0,1,0,0,20
378,B0,2,43,14,120
378,B0,3,0,0,20
378,B1,0,51,135,26
378,B1,1,0,0,0
378,B1,2,147,148,26
378,B1,3,0,0,0
378,B2,0,36,4,396
378,B2,1,0,0,44
378,B2,2,52,4,264
378,B2,3,0,0,44
378,C1,0,69,31,144
378,C1,1,0,11,16
378,C1,2,77,31,96
378,C1,3,0,11,16
379,B0,0,52,13,198
379,B0,1,0,0,22
379,B0,2,46,13,132
379,B0,3,0,0,22
379,B2,0,33,3,414
379,B2,1,0,0,46
379,B2,2,52,3,276
379,B2,3,0,0,46
379,C1,0,66,32,162
379,C1,1,0,11,18
379,C1,2,80,32,108
379,C1,3,0,11,18
380,B0,0,49,16,216
380,B0,1,0,1,24
380,B0,2,47,14,144
380,B0,3,0,1,24
380,B2,0,30,3,432
380,B2,1,0,0,48
380,B2,2,52,2,288
380,B2,3,0,0,48
380,C1,0,62,29,180
380,C1,1,1,11,20
380,C1,2,82,29,120
380,C1,3,1,11,20
381,B0,0,51,11,234
381,B0,1,0,0,26
381,B0,2,50,11,156
381,B0,3,0,0,26
381,B2,0,27,3,450
381,B2,1,0,1,50
381,B2,2,52,3,300
381,B2,3,0,1,50
382,B0,0,51,13,252
382,B0,1,0,1,28
382,B0,2,54,13,168
382,B0,3,0,1,28
382,B2,0,24,4,468
382,B2,1,0,1,52
382,B2,2,53,4,312
382,B2,3,0,1,52
383,B0,0,54,14,270
383,B0,1,0,1,30
383,B0,2,53,13,180
383,B0,3,0,1,30
384,B0,0,44,14,288
384,B0,1,0,2,32
384,B0,2,56,13,192
384,B0,3,0,2,32
385,B0,0,45,14,306
385,B0,1,0,2,34
385,B0,2,60,13,204
385,B0,3,0,2,34
386,B0,0,47,15,324
386,B0,1,0,3,36
386,B0,2,62,14,216
386,B0,3,0,3,36
387,B0,0,40,14,342
387,B0,1,0,4,38
387,B0,2,65,13,228
387,B0,3,0,4,38
388,B0,0,43,13,360
388,B0,1,0,4,40
388,B0,2,70,12,240
388,B0,3,0,4,40
389,B0,0,49,12,378
389,B0,1,0,4,42
389,B0,2,66,12,252
389,B0,3,0,4,42
390,A1,0,67,13,18
390,A1,1,0,8,2
390,A1,2,46,13,12
390,A1,3,0,8,2
390,B0,0,57,14,396
390,B0,1,0,5,44
390,B0,2,70,14,264
390,B0,3,0,5,44
391,B0,0,44,15,414
391,B0,1,0,4,46
391,B0,2,75,15,276
391,B0,3,0,4,46
392,B0,0,48,12,432
392,B0,1,0,4,48
392,B0,2,77,12,288
392,B0,3,0,4,48
393,B0,0,43,13,450
393,B0,1,0,4,50
393,B0,2,80,13,300
393,B0,3,0,4,50
393,B1,0,66,135,26
393,B1,1,0,0,0
393,B1,2,107,123,26
393,B1,3,0,0,0
394,B0,0,55,12,468
394,B0,1,0,4,52
394,B0,2,81,12,312
394,B0,3,0,4,52
394,B1,0,66,133,52
394,B1,1,0,0,0
394,B1,2,118,120,52
394,B1,3,0,0,0
395,B1,0,66,137,78
395,B1,1,0,0,0
395,B1,2,124,123,78
395,B1,3,0,0,0
395,C1,0,64,35,18
395,C1,1,3,10,2
395,C1,2,40,35,12
395,C1,3,3,10,2
396,B1,0,63,137,104
396,B1,1,0,0,0
396,B1,2,127,121,104
396,B1,3,0,0,0
397,B1,0,69,138,130
397,B1,1,0,0,0
397,B1,2,137,120,130
397,B1,3,0,0,0
397,B2,0,38,14,18
397,B2,1,1,5,2
397,B2,2,63,14,12
397,B2,3,1,5,2
398,B1,0,75,139,156
398,B1,1,0,0,0
398,B1,2,133,121,156
398,B1,3,0,0,0
399,B1,0,77,139,182
399,B1,1,0,0,0
399,B1,2,129,122,182
399,B1,3,0,0,0
400,B1,0,80,140,208
400,B1,1,0,0,0
400,B1,2,140,123,208
400,B1,3,0,0,0
401,B1,0,89,138,234
401,B1,1,0,0,0
401,B1,2,129,123,234
401,B1,3,0,0,0
402,B1,0,92,136,260
402,B1,1,0,0,0
402,B1,2,140,120,260
402,B1,3,0,0,0
403,B1,0,92,135,286
403,B1,1,0,0,0
403,B1,2,137,120,286
403,B1,3,0,0,0
404,B1,0,92,138,312
404,B1,1,0,0,0
404,B1,2,142,125,312
404,B1,3,0,0,0
405,A1,0,45,14,18
405,A1,1,0,4,2
405,A1,2,55,13,12
405,A1,3,0,4,2
405,B1,0,95,135,338
405,B1,1,0,0,0
405,B1,2,139,123,338
405,B1,3,0,0,0
406,B1,0,97,135,364
406,B1,1,0,0,0
406,B1,2,145,124,364
406,B1,3,0,0,0
407,B1,0,100,134,390
407,B1,1,0,0,0
407,B1,2,141,125,390
407,B1,3,0,0,0
408,B1,0,100,132,416
408,B1,1,0,0,0
408,B1,2,137,123,416
408,B1,3,0,0,0
409,B0,0,21,21,18
409,B0,1,0,7,2
409,B0,2,105,21,12
409,B0,3,0,7,2
409,B1,0,102,130,442
409,B1,1,0,0,0
409,B1,2,141,122,442
409,B1,3,0,0,0
410,B1,0,102,127,468
410,B1,1,0,0,0
410,B1,2,151,119,468
410,B1,3,0,0,0
410,C1,0,64,41,18
410,C1,1,0,15,2
410,C1,2,40,41,12
410,C1,3,0,15,2
411,B1,0,105,117,494
411,B1,1,0,0,0
411,B1,2,147,110,494
411,B1,3,0,0,0
411,C1,0,72,42,36
411,C1,1,1,16,4
411,C1,2,33,42,24
411,C1,3,1,16,4
412,B1,0,112,114,520
412,B1,1,0,0,0
412,B1,2,150,109,520
412,B1,3,0,0,0
412,B2,0,62,18,18
412,B2,1,4,6,2
412,B2,2,11,18,12
412,B2,3,4,6,2
412,C1,0,75,41,54
412,C1,1,1,16,6
412,C1,2,36,41,36
412,C1,3,1,16,6
413,B1,0,116,110,546
413,B1,1,0,0,0
413,B1,2,151,109,546
413,B1,3,0,0,0
413,C1,0,75,40,72
413,C1,1,1,16,8
413,C1,2,39,40,48
413,C1,3,1,16,8
414,B1,0,120,103,572
414,B1,1,0,0,0
414,B1,2,148,105,572
414,B1,3,0,0,0
414,C1,0,78,40,90
414,C1,1,1,16,10
414,C1,2,39,40,60
414,C1,3,1,16,10
415,B1,0,124,103,598
415,B1,1,0,0,0
415,B1,2,143,108,598
415,B1,3,0,0,0
415,C1,0,66,40,108
415,C1,1,1,16,12
415,C1,2,46,40,72
415,C1,3,1,16,12
416,B1,0,121,107,624
416,B1,1,0,0,0
416,B1,2,143,114,624
416,B1,3,0,0,0
416,C1,0,70,40,126
416,C1,1,2,16,14
416,C1,2,51,40,84
416,C1,3,2,16,14
417,B1,0,123,109,650
417,B1,1,0,0,0
417,B1,2,143,118,650
417,B1,3,0,0,0
417,C1,0,76,38,144
417,C1,1,3,16,16
417,C1,2,52,38,96
417,C1,3,3,16,16
418,B1,0,132,109,676
418,B1,1,0,0,0
418,B1,2,140,117,676
418,B1,3,0,0,0
418,C1,0,79,37,162
418,C1,1,3,16,18
418,C1,2,55,37,108
418,C1,3,3,16,18
419,C1,0,72,38,180
419,C1,1,3,16,20
419,C1,2,60,38,120
419,C1,3,3,16,20
420,A1,0,77,21,18
420,A1,1,2,3,2
420,A1,2,65,19,12
420,A1,3,2,3,2
420,C1,0,85,36,198
420,C1,1,5,16,22
420,C1,2,61,36,132
420,C1,3,5,16,22
421,C1,0,81,35,216
421,C1,1,4,16,24
421,C1,2,64,35,144
421,C1,3,4,16,24
422,C1,0,86,35,234
422,C1,1,5,16,26
422,C1,2,66,35,156
422,C1,3,5,16,26
423,C1,0,89,33,252
423,C1,1,5,16,28
423,C1,2,69,33,168
423,C1,3,5,16,28
424,B0,0,44,36,18
424,B0,1,0,10,2
424,B0,2,54,35,12
424,B0,3,0,10,2
424,C1,0,98,32,270
424,C1,1,5,16,30
424,C1,2,72,32,180
424,C1,3,5,16,30
425,B0,0,49,36,36
425,B0,1,2,10,4
425,B0,2,53,36,24
425,B0,3,2,10,4
425,C1,0,102,32,288
425,C1,1,6,16,32
425,C1,2,78,32,192
425,C1,3,6,16,32
426,B0,0,47,37,54
426,B0,1,1,11,6
426,B0,2,50,37,36
426,B0,3,1,11,6
426,C1,0,103,31,306
426,C1,1,6,16,34
426,C1,2,81,31,204
426,C1,3,6,16,34
427,B2,0,26,22,18
427,B2,1,0,9,2
427,B2,2,24,22,12
427,B2,3,0,9,2
427,C1,0,109,31,324
427,C1,1,6,16,36
427,C1,2,84,31,216
427,C1,3,6,16,36
428,B2,0,24,20,36
428,B2,1,0,8,4
428,B2,2,31,20,24
428,B2,3,0,8,4
428,C1,0,115,32,342
428,C1,1,7,16,38
428,C1,2,87,32,228
428,C1,3,7,16,38
429,C1,0,116,31,360
429,C1,1,7,16,40
429,C1,2,93,31,240
429,C1,3,7,16,40
430,C1,0,126,31,378
430,C1,1,8,15,42
430,C1,2,91,31,252
430,C1,3,8,15,42
431,C1,0,126,30,396
431,C1,1,8,14,44
431,C1,2,96,30,264
431,C1,3,8,14,44
432,C1,0,126,27,414
432,C1,1,9,13,46
432,C1,2,99,27,276
432,C1,3,9,13,46
433,B1,0,182,124,26
433,B1,1,0,0,0
433,B1,2,75,156,26
433,B1,3,0,0,0
433,C1,0,137,25,432
433,C1,1,9,12,48
433,C1,2,102,25,288
433,C1,3,9,12,48
434,C1,0,138,25,450
434,C1,1,10,11,50
434,C1,2,107,25,300
434,C1,3,10,11,50
435,A1,0,55,5,18
435,A1,1,2,0,2
435,A1,2,87,3,12
435,A1,3,2,0,2
435,C1,0,132,23,468
435,C1,1,9,11,52
435,C1,2,106,23,312
435,C1,3,9,11,52
441,B0,0,18,37,18
441,B0,1,0,9,2
441,B0,2,32,35,12
441,B0,3,0,9,2
443,B2,0,70,14,18
443,B2,1,5,3,2
443,B2,2,12,13,12
443,B2,3,5,3,2
448,B1,0,89,93,26
448,B1,1,0,0,0
448,B1,2,89,131,26
448,B1,3,0,0,0
449,B1,0,89,92,52
449,B1,1,0,0,0
449,B1,2,94,130,52
449,B1,3,0,0,0
450,A1,0,95,8,18
450,A1,1,8,1,2
450,A1,2,43,8,12
450,A1,3,8,1,2
450,B1,0,76,95,78
450,B1,1,0,0,0
450,B1,2,90,131,78
450,B1,3,0,0,0
450,C1,0,138,26,18
450,C1,1,11,8,2
450,C1,2,133,26,12
450,C1,3,11,8,2
451,B1,0,73,96,104
451,B1,1,0,0,0
451,B1,2,91,132,104
451,B1,3,0,0,0
451,C1,0,142,26,36
451,C1,1,12,9,4
451,C1,2,138,26,24
451,C1,3,12,9,4
452,B1,0,77,95,130
452,B1,1,0,0,0
452,B1,2,102,129,130
452,B1,3,0,0,0
452,C1,0,142,29,54
452,C1,1,12,10,6
452,C1,2,135,29,36
452,C1,3,12,10,6
453,C1,0,144,28,72
453,C1,1,12,9,8
453,C1,2,135,28,48
453,C1,3,12,9,8
454,C1,0,143,26,90
454,C1,1,12,8,10
454,C1,2,138,26,60
454,C1,3,12,8,10
455,C1,0,145,23,108
455,C1,1,12,7,12
455,C1,2,137,23,72
455,C1,3,12,7,12
456,B0,0,45,23,18
456,B0,1,3,2,2
456,B0,2,16,19,12
456,B0,3,3,2,2
456,C1,0,145,24,126
456,C1,1,12,7,14
456,C1,2,140,24,84
456,C1,3,12,7,14
457,C1,0,147,24,144
457,C1,1,13,7,16
457,C1,2,141,24,96
457,C1,3,13,7,16
458,B2,0,75,12,18
458,B2,1,0,3,2
458,B2,2,28,11,12
458,B2,3,0,3,2
458,C1,0,147,24,162
458,C1,1,13,6,18
458,C1,2,147,24,108
458,C1,3,13,6,18
459,B2,0,78,11,36
459,B2,1,0,3,4
459,B2,2,32,11,24
459,B2,3,0,3,4
459,C1,0,148,23,180
459,C1,1,13,6,20
459,C1,2,145,23,120
459,C1,3,13,6,20
460,B2,0,80,16,54
460,B2,1,1,4,6
460,B2,2,33,14,36
460,B2,3,1,4,6
460,C1,0,149,23,198
460,C1,1,13,6,22
460,C1,2,148,23,132
460,C1,3,13,6,22
461,B2,0,78,15,72
461,B2,1,0,5,8
461,B2,2,34,15,48
461,B2,3,0,5,8
461,C1,0,149,25,216
461,C1,1,13,6,24
461,C1,2,147,25,144
461,C1,3,13,6,24
462,B2,0,75,18,90
462,B2,1,0,5,10
462,B2,2,36,17,60
462,B2,3,0,5,10
462,C1,0,149,24,234
462,C1,1,13,6,26
462,C1,2,150,24,156
462,C1,3,13,6,26
463,B2,0,72,17,108
463,B2,1,0,6,12
463,B2,2,41,17,72
463,B2,3,0,6,12
463,C1,0,148,23,252
463,C1,1,13,5,28
463,C1,2,148,23,168
463,C1,3,13,5,28
464,B2,0,74,17,126
464,B2,1,0,6,14
464,B2,2,45,17,84
464,B2,3,0,6,14
464,C1,0,149,21,270
464,C1,1,13,5,30
464,C1,2,150,21,180
464,C1,3,13,5,30
465,A1,0,56,14,18
465,A1,1,0,6,2
465,A1,2,58,14,12
465,A1,3,0,6,2
465,B2,0,75,18,144
